texto,fecha,usuario
"@arantxapedriane llevo con ganas de dejar bach desde primero jajaja, pero se puede",2021-10-18 23:59:54 UTC,daviniahdez_
"si con esto no dan, entonces ya fue https://t.co/wnqrggcq2t",2021-10-18 23:59:54 UTC,elfavdedios_
"rt @omarperotti: desde #aaroncastellanos, participamos junto a @alexisguerrera del primer viaje en tren para la prueba y el control de vías, luego de la reconstrucción de un tramo de 13 kilómetros sobre la laguna la picasa, que contó con una inversión de 200 millones de pesos. https://t.co/pnijq5ohvv",2021-10-18 23:59:54 UTC,MartinSimbron
"rt @teenangelssol: ay este video me hace muy feliz es necesario subirlo muchas veces
https://t.co/bgbui5hqxh",2021-10-18 23:59:54 UTC,LMXGH0ST
"rt @kcreisi0: valoren mi interés, porque últimamente me da igual todo",2021-10-18 23:59:54 UTC,valem45
nadie se ha dado cuenta q wanda subió foto de la mano derecha cuando la mano en la q va el anillo de casamiento es la izquierda ¿ pq veo q nadie dice nada de ese detalle mmmm https://t.co/sdbpeuekrk,2021-10-18 23:59:54 UTC,milanesadepinga
"rt @suuma_cdmx: precaución: accidente en autopista méxico toluca km 24, servicios de emergencia laborando. 🚑🚨 https://t.co/7urmvnygb8",2021-10-18 23:59:54 UTC,Mari_ElenaSalaz
"rt @hernan_sr: increible la cantidad de lacrimogenas, inhumano. https://t.co/pumopheuat",2021-10-18 23:59:54 UTC,TralmaM
"rt @gonzaloalejov: andreina en un live: *respira*
miguel: ya deja de tirarme indirectas
 #elpoderdelamor",2021-10-18 23:59:54 UTC,softiekooktae
queriiaa 🥺 https://t.co/ssqgpu1fo3,2021-10-18 23:59:54 UTC,TinkerBellJcr
@candsosa q nmro del orto fui el viernes y me limpip salio como 4 veces jajaja,2021-10-18 23:59:54 UTC,UlisesM5
"@agus_randazzo si muy bien, pero no te metas con la astrologia",2021-10-18 23:59:54 UTC,Ariadnacipollaa
"rt @fransolar: esta es mi postal favorita de hoy, porque es la pura verdad, sea quien sea el próximo presidente #18o https://t.co/x0b4ahr1dn",2021-10-18 23:59:54 UTC,HttpAndresChris
mis fines de semana https://t.co/s1vlvvbjdq,2021-10-18 23:59:54 UTC,Danna_santos33
"@iscelauz @aeropuertopueb1 @gonsros @tatianotzin no mms, date un toque  jajajajajajaj",2021-10-18 23:59:54 UTC,israfilio
@wey_ni_te_topo_ jajajajaja minimo es un color fosforescente,2021-10-18 23:59:54 UTC,villalobosays
"rt @julianmaciast: unos días después, el 9 de abril, en la entrevista que le hicieron a pablo iglesias en tve, de las ""muchas preguntas de espectadores"", eligieron un bulo lanzado por la extrema derecha sobre una supuesta ""paga vitalicia"".
https://t.co/ftc83rwd5q",2021-10-18 23:59:54 UTC,melena40170393
@indirectasrock @jatutassara porfavor,2021-10-18 23:59:54 UTC,Lanzanijuan14
ctm anuncia estallamiento de huelga en el transporte urbano de hermosillo este lunes 25 de octubre https://t.co/au80rm5g92,2021-10-18 23:59:54 UTC,semioticafact
rt @calvomicaela: q re mil locura conectar con gente q no viste en tu vida así de 1,2021-10-18 23:59:54 UTC,wwllpm
rt @guidomart1n: wanda se enojó y se tomó un avión a milán. yo me enojo y tiro indirectas por twitter.,2021-10-18 23:59:54 UTC,Vigoyackelinn
"chacho, uno se va a dormir y no puede con este hombre @adriandiaz_95 😂😂😂😭😭😭",2021-10-18 23:59:54 UTC,DimasParker99
"rt @supernova_2020: 🔴hoy entrevista a josé antonio kast en @telenortechile canal regional #antofagasta 
imperdible! @joseantoniokast
puedes seguirla aquí:
https://t.co/lu3hutvvsn… https://t.co/whie5ezwzm",2021-10-18 23:59:54 UTC,Gonzalo05435518
@miradiols @serenaconectado no permitamos la serena se transforme en un antro de delincuentes como santiago. la delincuencia nunca termina solo se debe reprimir con decisión y controlar con mano dura.,2021-10-18 23:59:54 UTC,kailander786
recuerdos de villa de leyva. https://t.co/wch7ibmpyv,2021-10-18 23:59:54 UTC,atembao
"rt @iouispuberto: miren lo feliz que se ve louis tomlinson con su cajita de té que le regaló una fan ☹💗 es el ser humano más precioso del planeta, su sonrisa irradia luz pura 🌷❤ https://t.co/r7smfypmup",2021-10-18 23:59:54 UTC,stylins01n
cómo están en esta noche 😈😈😈🐻🍆🔥,2021-10-18 23:59:54 UTC,Oso79580319
"rt @diegoashedeh: ya empezaron🤦‍♂️

igual jueron loh pakoh https://t.co/w7rrqwtvtv",2021-10-18 23:59:54 UTC,Jakforpresident
"rt @danielbricen: yo se que la política es dinámica, pero pasar de ser los defensores del socialismo del siglo xxi a ser los ‘precursores’ del capitalismo del siglo xxi es una voltereta muy brava, que solo gente con mucha experiencia en volteretas como roy y benedetti podrían hacer.

increíble. https://t.co/urqdv4qnyx",2021-10-18 23:59:54 UTC,carlosfforero
"rt @oracion_milagro: @pontifex_es oración para el jueves 14 de octubre: haz esta oración para dar gracias a dios por este jueves que empieza, pídele al señor que su amor y sus cuidados sean contigo, con tus seres queridos y que les conceda un día de paz y bendición.

haz esta oración en: https://t.co/gwvquvdyjh",2021-10-18 23:59:54 UTC,Ma54lu
@lapario_ hetero,2021-10-18 23:59:54 UTC,stwwrr
"rt @parrawilmaryvs: q una mujer te escriba una carta ok, pero unn hombreee, wtfff dónde me consigo a uno de esos???",2021-10-18 23:59:54 UTC,vick_zapat
amo los días lluviosos y fríos ❤️,2021-10-18 23:59:54 UTC,Labios_Rosaz
"rt @ratingyaarg: 📊picos de 3,7 para @vtolosapaz en #m1 por @c5n @gatosylvestre https://t.co/kjz6kfwglc",2021-10-18 23:59:54 UTC,Bibi11521666
la familia completa 😍 https://t.co/3xkhuhb8yr,2021-10-18 23:59:54 UTC,lukiensoo
"rt @goyosalazar: dicen maduro sobre saab: ""se lo llevaron sin avisarle a su abogado, a sus familiares ni a nadie"". qué cosa,  nicolás. cualquiera diría que fue al mejor estilo del sebin, digecin o la faes..",2021-10-18 23:59:54 UTC,Maribel_Oporte
"@nitanbarb las personas que dicen estar cansados de ver a anya taylor-joy probablemente tienen covid. total, uno de los síntomas de esa enfermedad es la pérdida del gusto. (?)",2021-10-18 23:59:54 UTC,ga_r1997
rt @josephmonsalve8: magia es la gente que te saca un ratico del caos.,2021-10-18 23:59:54 UTC,Karol09031
@ptv_noticias dime que lo abatió!!,2021-10-18 23:59:54 UTC,vamorperu
rt @econokafka: genio quien lo hizo. https://t.co/5kvbqznt64,2021-10-18 23:59:54 UTC,rinotautorexX
"rt @pupilaasombrada: esta semana en #lapupilatv te proponemos summer of soul, documental sobre el harlem cultural festival de 1969. 
celebración de la negritud, la cultura, la música y el orgullo afro que salen a la luz  después de más de 50 años. https://t.co/e2kekpsst2",2021-10-18 23:59:54 UTC,AlfonsoRamrezL2
"rt @farmaceuticoac1: difundir, difundir, difundir https://t.co/d8mk9dnawx",2021-10-18 23:59:54 UTC,albertotarolaja
rt @carab_ohiggins: ahora! individuos encapuchados intentan tomarse la ruta la travesía para impedir el tránsito de entrada y salida vehicular a #rancagua. #ordenypatria https://t.co/pihtxryiup,2021-10-18 23:59:54 UTC,patitalopez
"rt @inakiigutierrez: que todo el país conozca su cara. ella pisó y pateó las piedras en honor a los fallecidos. maría delia redruello, militante de la cámpora. https://t.co/rmn1wu7tia",2021-10-18 23:59:54 UTC,SantiagoD1az
"rt @logiuv: 🚨bariloche dice #basta

7 de noviembre 14hs.

#7n https://t.co/vaytbdlbgy",2021-10-18 23:59:54 UTC,Roberto25905130
"rt @luisteelchazeau: y la ""demanda social"" de rebajar los sueldos, pagados con nuestros impuestos, a los diputados y senadores en qué quedó?...",2021-10-18 23:59:54 UTC,STarzijan
"nuestra peor cc un loco que se llama iluminaty nos cae 3 games,cambiamos los lugares de caida y el loco cae igual nt",2021-10-18 23:59:54 UTC,BenjaminCasco2
"rt @renrojas: ayudemos de buen corazón a miroisarel en su tratamiento de cáncer.

agradeciendo de antemano por la atención y la generosidad. bendiciones.

banesco marketplace #noruega https://t.co/hykr5oiabx",2021-10-18 23:59:54 UTC,maryoriochoa1
"rt @mavica81: faltar al respeto debido a la memoria de los muertos, violar los sepulcros. inmorales #niolvidoniperdón https://t.co/bdssphhnkj",2021-10-18 23:59:54 UTC,MiguelC64213722
@alice25granger buenas tardes por favor apóyanos con la dirección completa para poder canalizar su reporte. gracias!,2021-10-18 23:59:54 UTC,ServPublicosBj
🍏 así va a cambiar el mundo de los negocios gracias a las máquinas que aprenden solas... https://t.co/ph2ijj0vid,2021-10-18 23:59:54 UTC,Hannibalector_
rt @soybvip: la gente que reparte shots tiene la misma vibra insistente de los que limpian parabrisas.,2021-10-18 23:59:54 UTC,ElizabethHPG
rt @tere_marinovic: la izquierda radical llamó desde un inicio a rodear la convención. hoy ingresa por la fuerza en ella. fácil imaginar su futuro https://t.co/qbqz1dfkcl vía @biobio,2021-10-18 23:59:54 UTC,fenvalparaiso
@ikendalljenns que paso amor?,2021-10-18 23:59:54 UTC,iLanadelrey__
"rt @navegaciones: 𝗩𝗶𝘀𝗶𝘁𝗮 𝗮𝗹 𝗔𝗜𝗙𝗔 𝗲𝗻 𝗦𝗮𝗻𝘁𝗮 𝗟𝘂𝗰í𝗮 - 𝗜𝗜𝗜 𝘆 ú𝗹𝘁𝗶𝗺𝗮 𝗽𝗮𝗿𝘁𝗲

el aifa es un sitio enorme; una suerte de ciudad aeroportuaria.
no nos dio tiempo de visitar la torre de control ni los dos museos (arqueológico y aeronáutico)
pa la otra será.
van las fotos.",2021-10-18 23:59:54 UTC,ManuelC_Duran
alguien para ir a la ndt? ya compré anti,2021-10-18 23:59:54 UTC,Eugenia3245
@matchaechan__ congratss,2021-10-18 23:59:54 UTC,candycwrush
"rt @dorelipin: @silvioaquinog y eso importa? 
eso es de cada quien
allí no hay proaborto, provida,
lo único que importa porta es 
esto https://t.co/inno8bun64",2021-10-18 23:59:54 UTC,NorteSur7
rt @ikoorz: army solo quiere una cosa en esta vida y es un bts ft doja cat,2021-10-18 23:59:54 UTC,yeomeh
"rt @i94rk: hola! soy coni ^^ 
no soy nueva en twitter solo me cambie de cuenta, busco mutuals only army o con prioridad a bangtan, que se muevan por los chicos, no 🧁 , ayuden 🧼🔍, voten, hagan stream, no me sigan kpopis, amiblinks, exols, ncteras y de igual manera interactúen, me dan rt?",2021-10-18 23:59:54 UTC,jimenasantosnwn
te extraño muchisisisisimo 😭😭😭😭 https://t.co/nmvoirdgg7,2021-10-18 23:59:54 UTC,lapaoxcnco
"rt @chendo9alarcon: vale la pena disfrutar,y dejar q todo fluya..decir lo q piensas,hacer lo q sientes,dar lo q tienes y no arrepentirte. si no llega lo q esperabas no te conformes,sigue luchando y jamás te detengas. no te límites por el q dirán,se lo que quieres..(un deseo,un sueño,una visión..)💙 https://t.co/zlbbdnhwij",2021-10-18 23:59:54 UTC,andresdasilva7_
"rt @nosoydenadie_ok: de: mi.
para: mi.

todo eso pasó porque debiste quererte un poco más.",2021-10-18 23:59:54 UTC,Nosoydenadie_ok
"el después te aviso de aye ,han pasado 85 años jajajajaja",2021-10-18 23:59:54 UTC,Brisila912
@heyhonest @hazarn_ @technopcs_mx nooo hazar en qué te sentaste 😔,2021-10-18 23:59:54 UTC,MorciiB
@kiavzone regresa.,2021-10-18 23:59:54 UTC,bad_byx
rt @ramirmel: miles de voces cantando el pueblo unido. bellísimo https://t.co/bprmznmybw,2021-10-18 23:59:54 UTC,jhenriquez62
"rt @restrepojcamilo: en provecho de la claridad sería bueno precisar cuanto de esta cifra provino de las regalías de departamentos y municipios ( creó que la mayoría), que  no son platas del gobierno central sino de las entidades territoriales. la lucha contra la demagogia comienza por la claridad https://t.co/fnzy7pae6s",2021-10-18 23:59:54 UTC,migueljneira
"rt @elisamas1: daniel ivane el.kuka que arrancó la foto de solange es profesor de literatura en la uba 👁️ fíjense los padres si este engendro 'educa' a sus hijos. 

#danielivani basura! https://t.co/z6lfrl1hef",2021-10-18 23:59:54 UTC,nlsalomon
ahors enrolaaa y lo prende,2021-10-18 23:59:54 UTC,tuutyyyy
"@pdn_portal @fernandezanibal ¿ todos los que la necesitan para comer tienen ayuda?
falta aquellos que no están inscriptos 
#distribuciondelariqueza",2021-10-18 23:59:54 UTC,Silvia44445824
rt @anakincapaldi: imagina se a record descobre kamen rider revice,2021-10-18 23:59:54 UTC,ridermiojo
"rt @yoongloss13: ↳♡.enamorada de los detalles de seokjin.
                          ⌕ ° a thread ♡ https://t.co/cjnpvy8jwo",2021-10-18 23:59:54 UTC,jjkvenom_
"manden ese mensaje, hagan esa llamada, digan ese te extraño, porqué el orgullo acaba con un chingo de sentimientos.",2021-10-18 23:59:54 UTC,Daniela36077872
aburrido cmo siempre https://t.co/krtcpxxmob,2021-10-18 23:59:54 UTC,satangatitos
se parece a mí jdksjaj,2021-10-18 23:59:54 UTC,denk1noir
"rt @franciscaxavie2: @pablofdezd @patriota_1972 no necesitan convencerme, lo tengo claro, voto kast .",2021-10-18 23:59:54 UTC,EMickman
@msorrochee ajajjajajaja te amooo hablame gorda,2021-10-18 23:59:54 UTC,nunezzmaariii
"rt @ivaleferrarii: - que haces cuando estas triste?

yo: https://t.co/ekwmqjdksy",2021-10-18 23:59:54 UTC,karent_v
rt @rossmoon_22: en 2 semanas frank cumple 40 años solo se los recuerdo :) https://t.co/sr7pvf7mxa,2021-10-18 23:59:54 UTC,Minniebxnny
rt @nounbutcursed: jojoooooooooooo - https://t.co/pxbp9qkqkq,2021-10-18 23:59:54 UTC,HollyJollyPaca
basta por favor no soy fuerte https://t.co/k6lu3a5cal,2021-10-18 23:59:54 UTC,ksmlinno
"@angeldebritook uhh que aburrido este tema!!
ella critica y convengamos que no salió del convento las carmelitas descalzas !!!
chau !!",2021-10-18 23:59:54 UTC,SUSYPAVON
mmmm me voy a cambiar de cuenta,2021-10-18 23:59:54 UTC,skjsooya
rt @domiingueezzz: yo te cuido si me cuidas,2021-10-18 23:59:54 UTC,lauuraabm_
"#sorete les presento a maría delia redruello, militante de #lacámpora, bibliotecaria en la escuela secundaria nº 8 de tigre. ella pisó, profanó y se burló de tus muertos. @edufeiok @luisgasulla @stellapereyra17 @damaris69955505 @reja_la @diegosantilli https://t.co/neymc36wee",2021-10-18 23:59:54 UTC,Romi33nav
nooooo igusl??? https://t.co/3fts0yqnxk,2021-10-18 23:59:54 UTC,_ggkren
rt @indirectasrock: necesito miles de mimos (todos tuyos).,2021-10-18 23:59:54 UTC,carlitaaaa_a_
"@infobae @verbo99396329 los argentinos, no nos mereciamos tener una presidente como vos.
sos el mismo demonio.",2021-10-18 23:59:54 UTC,lunaozzi
"rt @joseantoniokast: gabriel, te equivocaste de foto. el 18 de octubre fue un día donde la violencia radical y el descontrol se apoderaron de las calles y un grupo de vándalos, que tú defiendes, atacaron el alma de chile. 

nada justifica la violencia. nada https://t.co/i5oecstspj https://t.co/baoqor15qn",2021-10-18 23:59:54 UTC,curihuinca1983
rt @ladyprecarizada: telegram tiene la opción de usar chats privados que se autodestruyen y no sólo no lo usaron sino que icardi la tiene agendada a la china como cs. mi diagnóstico: tarado,2021-10-18 23:59:54 UTC,celeacosta
a veces de buena me toman de blda jaja nunca más,2021-10-18 23:59:54 UTC,Lulitabul
rt @rey_reich: una de las #miserables https://t.co/yh8jfxrwdr,2021-10-18 23:59:54 UTC,elenaalbornoz19
@donporfifirio es para que ya hubiese salido ud. si no fuese tan pequeño y basico,2021-10-18 23:59:54 UTC,Patriota0075
@vallecompromiso buena noto,2021-10-18 23:59:54 UTC,lfelipecampov
"@haar_ssb @fg_rox @ernes_ss98 con tal de no gastarme 6000 en la privada todo me vale la verdad, que está desorbitado pero en la publica piden un 9 de media y no llego, pero asias bb",2021-10-18 23:59:54 UTC,shei_Hex
@mariav_munoz @jrosaly0113 gracias por traer las expresiones de @jrosaly0113 en uno de los peores apagones de nuestra historia sin evento natural alguno. como el ppd estaba en el poder no le afectó en lo absoluto el apagón.,2021-10-18 23:59:54 UTC,hecpagani
rt @pachovelez10: no pretendo ser moralista ni mucho menos pero el video de la canción “perra”  de @jbalvin es una afrenta total. eso no es talento musical es una degeneración y un insulto mayúsculo a la mujer. que asco,2021-10-18 23:59:54 UTC,Carvajal328J
"@planwac wuao es impresionante oír a los partidarios del gobierno el descaro absoluto en eeuu no lo van a lanzar de un piso 8 y van a decir que fue suicidio o va a parecer muerto y van a decir que fue covid aquí lo van a juzgar por sus delitos,este es un país de libertades tengan memoria",2021-10-18 23:59:54 UTC,zulferrer1
lo más lindo de tw es que nadie ve las estupideces que subo,2021-10-18 23:59:54 UTC,lovsminki
esto se va a la m..... 🤣 https://t.co/9m6fgfoui7,2021-10-18 23:59:54 UTC,benjariverp
"rt @bientwitero: boicot a papa johns

su dueño nicolas ibañez va por boric
no quiere a kast
https://t.co/pfy6tkzm4s https://t.co/htknfg4a8u",2021-10-18 23:59:54 UTC,HottEduardo
"rt @giccelly: se fue la última persona que me echaba la bendición en esta tierra! 💔😭 

no había para entubarla, no había para trasladarla, no había cupo, no había oxígeno, no había medicinas, en venezuela no hay nada!! 

descansa en paz tia 😭😭😭",2021-10-18 23:59:54 UTC,Civilista98
"@robertvanhoorde 100% de acuerdo bobby. lo peor es cuando lo hacen el domingo gobpor la noche, regresando del interior en cerro campana lloviendo....y encima le pitan a uno para que los deje pasar por el hombro como si fuera un derecho. y como no los dejen pasar se ponen groseros",2021-10-18 23:59:54 UTC,JuliaEGuardia1
rt @hijo_del_atomo: tengo sed escúpeme en la boca pls,2021-10-18 23:59:54 UTC,i_m_piscis_
"rt @reginaarmentaa: no son indirectas, estoy tuiteando mi playlist",2021-10-18 23:59:54 UTC,mriqueelme
@sebarzola @florborrescio  @alequedale  jajajajajajaj esto viene de larga data,2021-10-18 23:59:54 UTC,LUCIANAPOSSE
